SysName1	SysName2	Pred
b4639	b1994	0
b1994	b4640	0
b4640	b4641	0
b1996	b1997	1
b1999	b4435	0
b4435	b2000	0
b2000	b2001	0
b2001	b2002	1
b2002	b2003	0
b2003	b2004	0
b2004	b2005	0
b2005	b2006	0
b2007	b2008	0
b2008	b2009	0
b2009	b2010	0
b2012	b2013	1
b2013	b2014	0
b2014	b4678	1
b4678	b2015	0
b2015	b2016	1
b2016	b4539	1
b4539	b2017	1
b2018	b2019	0
b2019	b2020	1
b2020	b2021	1
b2021	b2022	1
b2022	b2023	1
b2023	b2024	1
b2024	b2025	1
b2025	b2026	1
b2027	b2028	0
b2028	b2029	0
b2029	b4571	1
b4571	b2030	0
b2030	b2032	0
b2032	b2033	1
b2033	b2034	1
b2034	b2035	1
b2035	b2036	1
b2036	b2037	1
b2037	b2038	1
b2038	b2039	1
b2039	b2040	1
b2040	b2041	1
b2041	b2042	0
b2042	b2043	0
b2043	b2044	1
b2044	b2045	1
b2045	b2046	0
b2046	b2047	1
b2047	b2048	1
b2048	b2049	1
b2049	b2050	1
b2050	b2051	1
b2051	b2052	1
b2052	b2053	1
b2053	b2054	1
b2054	b2055	1
b2055	b2056	1
b2056	b2057	1
b2057	b2058	1
b2058	b2059	1
b2059	b2060	1
b2060	b2061	1
b2061	b2062	1
b2064	b2065	1
b2065	b2066	0
b2072	b2073	1
b2074	b2075	1
b2075	b2076	1
b2076	b2077	1
b2077	b2078	1
b2078	b2079	1
b2079	b2080	0
b2080	b2081	0
b2081	b4438	0
b2082	b2083	0
b2083	b2085	0
b2088	b2089	1
b2091	b2092	1
b2092	b2093	1
b2093	b2094	1
b2094	b2095	1
b2095	b2096	1
b2096	b2097	0
b2098	b2099	1
b2099	b2100	1
b2101	b2102	0
b2102	b2103	0
b2103	b2104	1
b2104	b2105	0
b2106	b2107	0
b2108	b2109	1
b2109	b2110	1
b2110	b2111	1
b2111	b2112	0
b2112	b2113	0
b2114	b4499	0
b4499	b2118	1
b2118	b4541	1
b4541	b2119	0
b2119	b2120	0
b2120	b2121	1
b2121	b2122	1
b2122	b2123	0
b2124	b2125	0
b2125	b2126	1
b2127	b4542	0
b2128	b2129	1
b2129	b2130	1
b2130	b2131	1
b2131	b2132	0
b2134	b2135	0
b2137	b2139	0
b2141	b2142	1
b2142	b2143	0
b2143	b2144	0
b2144	b2145	1
b2145	b2146	0
b2146	b2147	1
b2148	b2149	1
b2149	b2150	1
b2150	b2151	0
b2151	b2152	0
b2152	b2153	1
b2155	b2156	0
b2156	b2157	0
b2158	b2159	0
b2159	b2160	1
b2161	b2162	0
b2164	b2165	0
b2165	b2166	1
b2166	b2167	0
b2167	b2168	1
b2168	b2169	1
b2171	b2172	0
b2172	b2173	0
b2173	b2174	1
b2174	b2175	0
b2175	b2176	0
b2176	b2177	0
b2177	b2178	1
b2178	b2179	1
b2179	b2180	1
b2181	b2182	0
b2182	b2183	1
b2184	b2185	0
b2187	b2188	1
b2188	b2189	0
b2190	b2192	0
b2194	b2195	1
b2195	b2196	1
b2196	b2197	1
b2197	b2198	1
b2198	b2199	1
b2199	b2200	1
b2200	b2201	1
b2201	b2202	1
b2202	b2203	1
b2203	b2204	1
b2204	b2205	1
b2205	b2206	1
b2206	b2207	1
b2207	b2208	1
b4604	b2209	0
b2210	b2211	0
b2211	b2212	0
b2212	b2213	1
b2213	b2214	0
b2214	b2215	0
b4439	b2216	0
b2216	b2217	1
b2219	b2220	1
b2220	b2221	0
b2221	b2222	1
b2222	b2223	1
b2223	b2224	1
b2225	b2226	1
b2226	b4500	1
b4500	b2229	1
b2229	b2230	1
b2230	b2231	0
b2233	b4605	0
b2234	b2235	1
b2235	b2236	1
b2239	b2240	1
b2241	b2242	1
b2242	b2243	1
b2243	b2244	0
b2244	b4543	0
b2245	b2246	1
b2246	b2247	1
b2247	b2248	1
b2248	b2249	0
b2249	b2250	0
b2253	b2254	1
b2254	b2255	1
b2255	b2256	1
b2256	b2257	1
b2257	b4544	1
b4544	b2258	1
b2259	b2260	0
b2260	b2261	1
b2261	b2262	1
b2262	b2263	1
b2263	b2264	1
b2264	b2265	1
b2265	b2266	0
b2266	b2267	0
b2268	b2269	0
b2271	b2272	0
b2274	b2275	1
b2276	b2277	1
b2277	b2278	1
b2278	b2279	1
b2279	b2280	1
b2280	b2281	1
b2281	b2282	1
b2282	b2283	1
b2283	b2284	1
b2284	b2285	1
b2285	b2286	1
b2286	b2287	1
b2287	b2288	1
b2288	b2289	0
b2290	b2291	0
b2292	b2293	0
b2293	b2294	1
b2294	b2295	0
b2296	b2297	1
b2297	b2298	0
b2299	b2300	1
b2300	b2301	0
b2302	b2303	0
b2303	b2304	1
b2305	b2306	0
b2306	b2307	1
b2307	b2308	1
b2308	b2309	1
b2309	b2310	0
b2310	b2311	0
b2311	b2312	0
b2312	b2313	1
b2313	b2314	0
b2314	b2315	1
b2315	b2316	1
b2316	b2317	0
b2317	b2318	0
b2318	b2319	1
b2319	b2320	1
b2322	b2323	0
b2325	b2326	1
b2326	b2327	1
b2327	b2328	1
b2328	b2329	1
b2329	b2330	1
b2332	b2333	0
b2333	b2334	1
b2334	b2335	1
b2335	b2336	1
b2336	b4661	1
b4661	b2339	1
b2339	b2340	0
b2340	b2341	0
b2341	b2342	1
b2342	b2343	0
b2344	b2345	0
b2347	b2348	0
b2348	b2349	0
b2349	b2350	0
b2350	b2351	1
b2351	b2352	1
b2352	b2353	0
b2354	b2355	1
b2355	b2356	1
b2356	b2357	1
b2357	b2358	1
b2359	b2360	1
b2360	b2361	0
b2361	b2362	1
b2362	b2363	1
b2363	b4545	1
b4545	b4501	0
b4501	b4643	0
b2365	b2366	1
b2367	b2368	1
b2369	b2370	1
b2371	b2372	0
b2372	b2373	0
b2373	b2374	1
b2374	b2375	0
b2378	b4680	0
b2380	b2381	1
b2381	b2382	1
b2383	b2384	1
b2384	b2385	1
b2385	b2386	0
b2386	b2387	1
b2387	b2388	0
b2389	b2390	0
b2393	b2394	0
b2395	b2396	0
b2396	b2397	0
b2398	b2399	1
b2401	b2402	0
b2402	b2403	0
b2403	b2404	1
b2405	b2406	0
b2406	b2407	0
b4546	b2411	1
b2411	b2412	0
b2413	b2414	0
b2414	b2415	0
b2415	b2416	1
b2416	b2417	1
b2419	b2420	0
b2421	b2422	1
b2422	b2423	1
b2423	b2424	1
b2424	b2425	1
b2425	b2426	0
b2426	b2427	0
b2428	b2429	1
b2429	b2430	1
b2431	b2432	0
b2432	b2433	0
b2433	b2434	1
b2435	b2436	1
b2437	b2438	1
b2438	b2439	1
b2439	b2440	1
b2440	b2441	1
b2442	b2443	0
b2443	b2444	0
b2444	b2445	1
b2445	b2446	0
b2446	b2447	1
b2447	b2448	0
b2448	b2449	1
b2449	b2450	0
b2451	b2452	1
b2452	b2453	0
b2453	b2454	1
b2454	b2455	1
b2455	b2456	1
b2456	b2457	0
b2457	b2458	1
b2458	b2459	1
b2459	b2460	1
b2460	b2461	1
b2461	b2462	1
b2462	b2463	0
b2464	b2465	1
b2466	b2467	0
b2467	b2468	0
b2469	b2470	0
b2471	b2472	1
b2472	b4547	0
b2473	b2474	0
b2474	b2475	0
b2475	b2476	0
b2476	b2477	0
b2477	b2478	1
b2479	b2480	1
b2480	b2481	0
b2481	b2482	1
b2482	b2483	1
b2483	b2484	1
b2484	b2485	1
b2485	b2486	1
b2486	b2487	1
b2487	b2488	1
b2488	b2489	1
b2489	b2490	1
b2490	b2491	1
b2491	b2492	0
b2494	b2495	1
b2496	b2497	0
b2497	b2498	1
b2499	b2500	1
b2500	b2501	0
b2501	b2502	1
b2504	b2505	0
b2505	b2506	1
b2507	b2508	1
b2510	b2511	0
b2511	b2512	1
b2512	b2513	1
b2513	b2514	1
b2514	b2515	1
b2515	b2516	1
b2516	b2517	0
b2517	b2518	0
b2518	b2519	0
b2519	b2520	1
b2521	b4440	0
b2522	b2523	0
b2523	b2524	0
b2524	b2525	1
b2525	b2526	1
b2526	b2527	1
b2527	b2528	1
b2528	b2529	1
b2529	b2530	1
b2530	b2531	1
b2531	b2532	0
b2533	b2534	0
b2534	b2535	0
b2536	b2537	0
b2538	b2539	1
b2539	b2540	1
b2540	b2541	1
b2541	b2542	1
b2542	b2543	0
b2544	b2545	1
b2545	b2546	0
b2546	b2547	1
b2547	b2548	1
b2548	b2549	0
b2553	b2554	0
b2554	b2555	0
b2555	b2556	0
b2556	b4441	0
b4441	b2557	0
b2559	b2560	0
b2561	b2562	0
b2563	b2564	1
b2564	b2565	1
b2565	b2566	1
b2566	b2567	1
b2567	b2568	0
b2568	b2569	1
b2569	b2570	0
b2570	b2571	1
b2571	b2572	1
b2572	b2573	1
b2582	b2583	0
b2583	b2584	0
b2584	b2585	0
b2585	b2586	0
b2587	b2588	0
b2588	b2589	0
b2589	b2590	0
b2590	b2591	0
b2591	b2592	0
b2592	b4609	0
b4609	b2593	0
b2593	b2594	1
b2595	b2597	0
b2597	b2598	0
b2598	b2599	0
b2600	b2601	1
b2602	b2603	0
b2603	b2604	1
b2604	b2605	1
b2606	b2607	1
b2607	b2608	1
b2608	b2609	1
b2609	b2610	0
b2611	b4461	1
b2615	b2616	0
b2616	b2617	0
b2618	b2619	1
b2620	b2621	0
b2621	b2622	0
b2624	b2625	0
b2625	b2626	0
b2627	b2628	1
b2628	b2629	0
b2630	b2631	1
b2631	b2632	0
b2632	b2633	0
b2633	b2634	0
b2634	b2635	0
b2635	b2636	1
b2636	b2637	1
b2638	b2641	1
b2642	b4644	0
b4644	b2643	0
b2643	b2644	0
b2644	b4548	1
b4548	b2645	1
b2645	b2646	0
b2646	b4645	0
b2647	b2648	0
b2648	b2650	0
b2650	b2652	0
b4462	b2659	0
b2659	b2660	1
b2660	b2661	1
b2661	b2662	1
b2662	b2663	1
b2663	b2664	1
b2665	b2666	1
b2667	b2668	1
b2672	b2673	0
b2673	b2674	1
b2674	b2675	1
b2675	b2676	1
b2676	b2677	0
b2677	b2678	1
b2678	b2679	1
b2679	b2681	0
b2681	b2682	0
b2682	b2683	1
b2683	b2684	1
b2684	b2685	1
b2685	b2686	1
b2688	b2689	1
b2689	b2690	1
b2690	b2691	0
b2691	b2692	0
b2692	b2693	0
b2693	b2694	0
b2694	b2695	1
b2695	b2696	0
b2696	b2697	0
b2697	b2698	0
b2698	b2699	1
b2699	b2700	0
b2700	b2701	0
b2702	b2703	1
b2703	b2704	1
b2704	b2705	1
b2705	b2706	1
b2706	b2707	1
b2707	b2708	1
b2710	b2711	1
b2712	b2713	0
b2713	b2714	0
b2715	b2716	1
b2717	b2718	1
b2718	b2719	1
b2719	b2720	1
b2720	b2721	1
b2721	b2722	1
b2722	b2723	1
b2723	b2724	1
b2724	b2725	0
b2726	b2727	1
b2727	b2728	1
b2728	b2729	1
b2729	b2730	1
b2730	b2731	0
b2733	b2734	0
b2736	b2737	1
b2737	b2738	0
b2738	b2739	1
b2739	b2740	0
b2741	b2742	1
b2742	b2743	0
b2743	b2744	1
b2744	b2745	1
b2745	b2746	1
b2746	b2747	1
b2747	b2748	1
b2748	b2749	0
b2749	b2750	1
b2750	b2751	1
b2751	b2752	1
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
	b2748	0
b2754	b2755	1
b2755	b2756	1
b2756	b2757	1
b2757	b2758	1
b2758	b2759	1
b2759	b2760	1
b2760	b2761	0
b2762	b2763	1
b2763	b2764	1
b2765	b2766	0
b2766	b2767	1
b2767	b2768	0
b2769	b2770	1
b2770	b2771	1
b2771	b4463	1
b4463	b2774	1
b2775	b2776	0
b4682	b2778	1
b2779	b2780	0
b2780	b2781	0
b2781	b2782	0
b2782	b2783	1
b2783	b2784	0
b2784	b2785	0
b2787	b2788	1
b2788	b2789	1
b2789	b2790	0
b2790	b2791	0
b2791	b2792	1
b2792	b4408	0
b4408	b2793	0
b2794	b2795	0
b2795	b2796	0
b2796	b2797	1
b2797	b2798	0
b2799	b2800	1
b2801	b2802	1
b2802	b2803	1
b2803	b2804	1
b2804	b2805	1
b2806	b2807	1
b2807	b2808	0
b2810	b2811	1
b2812	b2813	0
b2814	b2815	0
b2815	b2816	0
b2819	b2820	1
b2820	b2821	1
b2821	b2822	0
b2822	b2823	0
b2823	b2824	1
b2824	b2825	1
b2825	b2826	1
b2826	b2827	0
b2827	b2828	1
b2828	b2829	0
b2829	b2830	1
b2830	b4610	0
b2831	b2832	0
b2832	b2833	0
b2833	b2834	0
b2835	b2836	1
b2836	b4444	0
b4444	b4445	0
b2840	b2841	1
b2841	b2842	0
b2842	b2843	1
b2843	b2844	0
b2845	b2846	0
b2846	b2847	0
b2847	b2848	1
b4683	b2849	0
b2850	b2851	0
b2851	b2852	0
b2852	b2853	0
b2853	b2854	0
b2856	b2858	0
b2858	b2859	1
b2859	b2860	0
b2860	b2861	1
b2861	b2863	0
b2863	b2864	0
b2864	b2865	0
b2866	b2867	1
b2867	b2868	1
b2870	b2871	1
b2871	b2872	1
b2872	b2873	1
b2873	b2874	0
b2875	b2876	1
b2877	b2878	0
b2878	b2879	1
b2879	b2880	1
b2880	b2881	1
b2881	b2882	0
b2882	b2883	1
b2883	b4464	1
b2886	b2887	1
b2888	b4684	1
b4684	b2889	0
b2890	b2891	1
b2891	b2892	0
b2892	b2893	1
b2893	b2894	1
b2896	b2897	1
b2899	b2900	0
b2902	b2903	0
b2903	b2904	1
b2904	b2905	1
b2905	b2906	0
b2906	b2907	1
b2907	b2908	1
b2908	b2909	1
b2910	b2911	1
b2911	b2912	0
b2912	b4446	0
b4665	b2913	0
b2913	b2914	0
b2914	b2915	0
b2916	b2917	0
b2917	b2918	1
b2918	b2919	1
b2919	b2920	1
b2921	b2922	0
b2922	b2923	0
b2923	b2924	0
b2924	b2925	0
b2925	b2926	1
b2926	b2927	1
b2927	b2928	0
b2928	b2929	1
b2929	b2930	1
b2930	b4465	1
b4465	b2933	1
b2933	b2934	1
b2934	b2935	0
b2937	b2938	1
b2938	b2939	1
b2940	b2942	0
b2942	b2943	0
b2943	b2944	0
b2944	b2945	0
b2945	b2946	0
b2946	b2947	1
b2947	b2948	0
b2948	b2949	1
b2951	b2952	1
b2952	b2953	1
b2953	b2954	1
b2954	b2955	1
b2956	b2957	0
b2957	b2958	0
b2958	b2959	0
b2959	b2960	1
b2961	b2962	1
b2962	b2963	0
b2963	b2964	0
b2966	b2967	0
b2968	b2969	1
b2969	b2970	1
b2970	b2971	0
b2971	b2972	1
b2972	b4466	0
b4466	b2975	0
b2975	b2976	0
b2976	b2977	1
b2977	b4467	1
b4467	b4468	1
b4468	b2979	1
b2983	b2984	1
b2984	b2985	1
b2987	b2988	0
b2990	b2991	1
b2991	b2992	1
b2992	b2993	1
b2993	b2994	1
b2994	b2995	1
b2995	b2996	1
b2996	b2997	1
b2997	b2998	0
b2998	b4658	0
b3005	b3006	1
b3008	b3009	0
b3011	b3012	0
b3012	b3013	0
b3013	b3014	0
b4469	b3017	0
b3017	b3018	0
b3018	b3019	0
b3019	b3020	0
b3020	b3021	0
b3021	b3022	1
b3022	b3023	0
b3023	b3024	1
b3025	b3026	1
b3028	b3029	1
b3030	b3031	1
b3031	b3032	1
b3032	b3033	1
b3033	b3034	1
b3035	b3037	0
b3037	b3038	1
b3042	b3043	0
b3043	b3046	0
b3046	b3044	0
b3044	b3045	1
b3045	b3047	0
b3047	b3048	1
b3050	b3051	1
b3052	b3053	0
b3053	b3054	1
b3055	b3056	0
b3057	b3058	0
b3061	b3062	1
b3062	b3063	0
b3065	b3066	0
b3066	b3067	0
b3075	b3076	0
b3076	b3077	1
b3077	b3078	1
b3078	b3079	0
b3079	b3080	1
b3080	b3081	0
b3082	b3083	1
b3083	b3084	0
b3085	b3086	0
b3086	b3087	0
b3087	b4448	0
b4448	b3088	0
b3088	b3089	0
b3090	b3091	0
b3091	b3092	1
b3093	b3094	0
b3094	b3095	0
b3095	b3096	1
b3096	b3097	0
b3097	b3098	1
b3098	b3099	1
b3099	b3100	1
b3100	b3101	0
b3101	b3102	0
b3102	b3103	0
b3103	b3104	0
b3106	b3107	0
b4470	b3110	1
b3110	b4471	0
b4471	b3113	1
b3113	b3114	1
b3114	b3115	1
b3115	b3116	1
b3116	b3117	1
b3117	b3118	0
b3119	b3120	0
b3120	b3121	1
b3123	b3124	0
b3124	b3125	1
b3125	b3126	1
b3126	b3127	1
b3128	b3129	0
b3129	b3130	1
b3132	b3133	1
b3133	b3134	1
b3134	b3135	1
b3135	b3136	0
b3136	b3137	1
b3137	b3138	0
b3138	b3139	1
b3139	b3140	1
b3140	b3141	1
b3141	b3142	0
b3142	b3143	1
b3143	b3144	1
b3144	b3145	1
b3147	b3148	1
b3148	b3149	1
b3149	b3150	1
b3151	b3152	0
b3156	b3157	1
b3158	b3159	1
b3159	b3160	0
b3161	b3162	0
b3162	b4685	1
b4685	b3163	0
b3163	b3164	0
b3165	b3166	1
b3166	b3167	1
b3167	b3168	1
b3168	b3169	1
b3169	b3170	1
b3170	b3171	0
b3173	b3174	0
b3174	b3175	1
b3175	b3176	0
b3176	b3177	1
b3177	b3178	1
b3178	b3179	1
b3183	b3184	1
b3184	b3185	0
b3185	b3186	1
b3187	b3188	0
b3189	b3190	1
b3190	b3191	0
b3191	b3192	1
b3192	b3193	1
b3193	b3194	1
b3194	b3195	1
b3196	b3197	1
b3197	b3198	1
b3198	b3199	1
b3199	b3200	1
b3200	b3201	1
b3201	b3202	1
b3202	b3203	1
b3203	b3204	1
b3204	b3205	1
b3205	b3206	1
b3206	b3207	0
b3208	b3209	1
b3210	b3211	0
b3212	b3213	1
b3213	b3214	0
b3214	b3215	0
b3215	b3216	1
b3216	b4569	1
b3219	b3220	0
b3221	b3222	1
b3222	b3223	1
b3223	b3224	1
b3224	b3225	1
b3225	b3226	0
b3228	b3229	1
b3229	b3230	0
b3230	b3231	1
b3231	b3232	0
b3233	b3234	0
b3234	b3235	1
b3237	b3238	0
b3239	b3240	0
b3240	b3241	1
b3241	b3242	1
b3244	b4472	0
b4472	b3247	1
b3247	b3248	1
b3248	b3249	1
b3249	b3250	1
b3250	b3251	1
b3251	b3252	0
b3253	b4697	0
b4697	b4646	1
b4646	b3255	0
b3255	b3256	1
b3256	b3257	0
b3257	b3258	1
b3258	b3259	1
b3259	b3260	0
b3260	b3261	1
b3261	b3262	0
b3262	b3263	0
b3265	b3266	1
b3266	b3267	0
b3267	b3268	0
b3268	b3269	0
b3269	b3270	1
b3270	b3271	1
b3272	b3273	0
b3273	b3274	1
b3274	b3275	0
b3275	b3276	0
b3276	b3277	0
b3277	b3278	0
b3280	b3281	1
b3281	b3282	1
b3282	b3283	1
b3283	b3284	1
b3284	b4473	1
b3287	b3288	1
b3288	b3289	1
b3289	b3290	1
b3290	b3291	0
b4550	b3292	1
b3292	b3293	1
b3293	b3294	0
b3294	b3295	1
b3295	b3296	1
b3296	b3297	1
b3297	b3298	1
b3298	b3299	1
b3299	b3300	1
b3300	b3301	1
b3301	b3302	1
b3302	b3303	1
b3303	b3304	1
b3304	b3305	1
b3305	b3306	1
b3306	b3307	1
b3307	b3308	1
b3308	b3309	1
b3309	b3310	1
b3310	b3311	1
b3311	b3312	1
b3312	b3313	1
b3313	b3314	1
b3314	b3315	1
b3315	b3316	1
b3316	b3317	1
b3317	b3318	1
b3318	b3319	1
b3319	b3320	1
b3320	b3321	1
b3321	b3322	0
b3322	b3323	1
b3324	b3325	1
b3325	b3326	1
b3326	b3327	1
b3327	b3328	1
b3328	b3329	1
b3329	b3330	1
b3330	b3331	1
b3331	b3332	1
b3332	b3333	1
b3333	b3334	1
b3334	b3335	1
b3336	b3337	0
b3337	b3338	0
b3338	b3339	0
b3339	b3340	1
b3340	b3341	1
b3341	b3342	1
b3342	b3343	0
b3343	b3344	1
b3344	b3345	1
b3345	b3346	1
b3346	b3347	0
b3349	b4551	1
b4551	b3350	1
b3350	b3351	1
b3352	b3353	1
b3353	b3354	1
b3354	b3355	0
b3357	b3358	0
b3359	b3360	0
b3360	b3361	1
b3361	b3362	1
b3362	b3363	0
b3364	b3365	0
b3365	b3366	1
b3366	b3367	1
b3367	b3368	1
b3368	b3369	0
b3369	b3370	0
b3370	b3371	1
b3371	b4474	1
b4474	b3374	1
b3374	b3375	0
b3376	b3377	1
b3377	b3378	1
b3378	b3379	1
b3379	b3380	0
b3380	b3381	1
b3381	b3382	1
b3382	b3383	1
b3383	b3384	0
b3384	b3385	1
b3385	b3386	1
b3386	b3387	1
b3387	b3388	1
b3388	b3389	1
b3389	b3390	1
b3390	b3391	0
b3391	b3392	1
b3392	b3393	1
b3393	b3394	1
b3394	b3395	1
b3398	b3399	0
b3399	b3400	1
b3400	b3401	1
b3404	b3405	1
b3406	b3407	0
b3407	b3408	0
b3408	b3409	1
b3409	b3410	1
b3410	b3411	0
b3413	b3414	0
b3414	b3415	0
b3416	b3417	1
b4475	b3421	1
b3423	b3424	1
b3424	b3425	1
b3427	b3428	0
b3428	b3429	1
b3429	b3430	1
b3430	b3431	1
b3431	b3432	1
b3432	b3433	0
b4476	b3437	1
b3437	b3438	0
b3438	b3439	0
b3439	b3440	0
b3440	b4451	0
b3441	b3442	0
b3442	b3443	1
b3443	b3444	0
b3444	b3445	1
b3445	b4612	0
b4612	b3446	0
b3449	b3450	1
b3450	b3451	1
b3451	b3452	1
b3452	b3453	1
b3453	b3454	0
b3454	b3455	1
b3455	b3456	1
b3456	b3457	1
b3457	b3458	1
b3460	b3461	0
b3461	b3462	0
b3462	b3463	1
b3463	b3464	1
b3465	b3466	1
b3468	b3469	0
b3471	b3472	0
b3474	b3475	0
b3475	b3476	0
b3476	b3477	1
b3477	b3478	1
b3478	b3479	1
b3479	b3480	1
b3480	b3481	1
b3481	b3482	0
b3482	b3483	0
b3483	b4552	1
b4552	b3484	0
b3485	b3486	1
b3486	b3487	1
b3487	b3488	0
b3488	b4660	0
b3495	b3496	0
b3497	b3498	1
b3499	b3500	0
b3501	b3502	1
b3502	b3503	1
b3503	b3504	0
b3506	b3507	0
b3508	b3509	1
b3509	b3510	1
b3511	b3512	0
b3512	b3513	0
b3513	b3514	1
b3516	b3517	0
b3517	b3518	0
b3521	b3522	0
b3522	b3523	0
b3524	b3525	0
b3527	b3528	0
b3528	b3529	0
b3529	b3530	0
b3530	b3531	1
b3531	b3532	1
b3532	b3533	1
b3533	b3534	1
b3534	b3535	1
b3536	b3537	1
b3537	b3538	1
b4454	b3539	0
b3540	b3541	1
b3541	b3542	1
b3542	b3543	1
b3543	b3544	0
b3544	b3545	0
b3545	b3546	0
b3546	b3547	0
b3547	b3548	0
b3549	b3550	1
b3552	b3553	0
b3555	b3556	0
b4455	b4647	1
b3557	b3558	1
b3558	b4614	1
b3559	b3560	1
b3560	b4553	0
b3562	b3563	1
b3563	b3564	0
b3564	b3565	1
b3566	b3567	1
b3567	b3568	1
b3568	b3569	0
b3571	b3572	0
b3573	b3574	0
b3575	b3576	1
b3576	b3577	0
b3577	b3578	1
b3578	b3579	1
b3579	b3580	1
b3580	b3581	1
b3581	b3582	1
b3582	b3583	1
b3586	b3587	1
b3587	b3588	0
b3588	b3589	0
b3589	b3590	0
b3590	b3591	1
b3591	b3592	0
b3593	b3594	0
b3594	b3595	0
b3595	b3596	1
b3596	b4650	1
b4650	b4651	1
b4651	b4615	0
b4615	b4652	0
b3597	b3598	1
b3599	b3600	1
b3600	b3601	1
b3602	b3603	0
b3603	b3604	1
b3604	b3605	1
b3605	b3606	0
b3607	b3608	1
b3608	b3609	1
b3609	b3610	1
b3610	b3611	0
b3612	b3613	1
b3613	b3614	1
b3615	b3616	0
b3616	b3617	1
b3617	b3618	0
b3619	b3620	1
b3620	b3621	1
b3621	b3622	1
b3623	b3624	1
b3624	b3625	1
b3625	b3626	1
b3626	b3627	1
b3627	b3628	1
b3628	b3629	1
b3629	b3630	1
b3630	b3631	1
b3631	b3632	1
b3633	b3634	1
b3635	b3636	0
b3636	b3637	1
b3637	b3638	0
b3639	b3640	1
b3640	b3641	1
b3642	b3643	0
b3644	b3645	0
b3645	b3646	0
b3648	b3649	1
b3649	b3650	1
b3650	b3651	1
b3651	b3652	1
b3654	b3655	0
b3656	b3657	1
b3658	b4653	0
b4653	b3659	0
b3659	b3660	0
b3662	b3663	0
b3663	b3664	0
b3666	b3667	0
b3667	b3668	1
b3668	b3669	1
b3669	b3670	0
b3670	b3671	1
b3671	b3672	0
b3672	b4616	0
b4618	b3673	0
b3674	b3675	1
b3675	b3676	1
b3678	b3679	1
b4556	b3683	1
b3685	b3686	0
b3686	b3687	1
b3691	b4478	1
b4478	b4477	1
b4477	b3693	1
b3693	b4479	1
b3697	b3698	0
b3698	b3699	0
b3699	b3700	1
b3700	b3701	1
b3701	b3702	1
b3703	b3704	1
b3704	b4557	1
b4557	b3705	1
b3705	b3706	0
b3706	b3707	0
b3707	b3708	0
b3708	b3709	1
b3709	b3710	0
b3710	b3711	1
b3711	b3712	0
b3712	b3713	1
b3715	b3716	0
b3716	b3717	1
b3718	b3719	1
b3719	b3720	1
b3720	b3721	1
b3721	b3722	1
b3722	b3723	0
b3723	b3724	0
b3724	b3725	1
b3725	b3726	1
b3726	b3727	1
b3727	b3728	1
b3728	b3729	0
b3729	b3730	1
b3730	b3731	0
b3731	b3732	1
b3732	b3733	1
b3733	b3734	1
b3734	b3735	1
b3735	b3736	1
b3736	b3737	1
b3737	b3738	1
b3738	b3739	1
b3739	b3740	0
b3740	b3741	1
b3741	b3742	0
b3742	b3743	0
b3745	b3746	1
b3747	b3748	0
b3748	b3749	1
b3749	b3750	1
b3750	b3751	1
b3751	b3752	1
b3752	b3753	1
b3754	b3755	1
b3756	b3757	0
b3757	b3758	0
b3758	b3759	0
b3759	b3760	0
b3760	b3761	1
b3766	b4669	0
b4669	b4488	1
b4488	b3769	1
b3769	b3770	1
b3770	b3771	1
b3771	b3772	1
b3775	b3777	0
b3779	b3780	1
b3781	b3783	0
b3783	b3784	0
b3784	b3785	1
b3785	b3786	1
b3786	b3787	1
b3787	b3788	1
b3788	b3789	1
b3789	b3790	1
b3790	b3791	1
b3791	b3792	1
b3792	b4481	1
b4481	b3793	1
b3793	b3794	1
b3794	b3795	0
b3795	b3796	0
b3796	b3797	1
b3797	b3798	1
b3798	b3799	0
b3799	b3800	0
b3802	b3803	1
b3803	b3804	1
b3804	b3805	1
b4558	b3809	1
b3809	b3810	1
b3810	b3811	1
b3811	b3812	1
b3812	b3813	0
b3817	b3818	1
b3818	b3819	0
b3819	b3820	0
b3821	b3822	0
b3822	b3823	0
b3825	b3826	1
b3826	b3827	0
b3831	b3832	0
b3832	b3833	0
b3833	b3834	1
b3834	b3835	1
b3835	b3836	1
b3836	b3838	1
b3838	b3839	1
b3839	b4483	1
b3843	b3844	1
b3845	b3846	1
b3847	b3848	1
b3848	b3849	1
b3849	b3850	1
